,accuracy,loss,val_accuracy,val_loss
0,0.769345760345459,0.5889061093330383,0.852246105670929,0.3520326614379883
1,0.8291015625,0.4058915078639984,0.852246105670929,0.3493284583091736
2,0.8683471083641052,0.32586294412612915,0.88916015625,0.27793818712234497
3,0.89453125,0.2695475220680237,0.897656261920929,0.26778462529182434
4,0.895808219909668,0.2665903568267822,0.9138157963752747,0.22764132916927338
5,0.90234375,0.2679348289966583,0.911425769329071,0.2287907898426056
6,0.9115120768547058,0.23343445360660553,0.92529296875,0.20848317444324493
7,0.9248046875,0.2144983857870102,0.9276367425918579,0.20169644057750702
8,0.920971691608429,0.21187596023082733,0.936718761920929,0.18007062375545502
9,0.931640625,0.18802964687347412,0.9273026585578918,0.19205382466316223
10,0.9269291758537292,0.1966080367565155,0.9369140863418579,0.17795675992965698
11,0.9169921875,0.21390211582183838,0.936328113079071,0.1777384877204895
12,0.9320407509803772,0.1847076267004013,0.9424804449081421,0.1640765368938446
13,0.9287109375,0.17539942264556885,0.94384765625,0.1628035455942154
14,0.9354137778282166,0.1754838079214096,0.9358552694320679,0.17212267220020294
15,0.9423828125,0.16774874925613403,0.94189453125,0.1591896414756775
16,0.938636302947998,0.16795183718204498,0.941699206829071,0.15999776124954224
17,0.9404296875,0.16642878949642181,0.9452148675918579,0.14948131144046783
18,0.9403174519538879,0.1622900366783142,0.9462890625,0.14826253056526184
19,0.943359375,0.15589533746242523,0.9437500238418579,0.152763232588768
20,0.9423319697380066,0.1565255969762802,0.946484386920929,0.14117714762687683
21,0.943359375,0.15730956196784973,0.946484386920929,0.14752846956253052
22,0.9439234733581543,0.1517467200756073,0.9458984136581421,0.14261072874069214
23,0.9482421875,0.1420653611421585,0.947460949420929,0.13848674297332764
24,0.9456297159194946,0.14785395562648773,0.9536184072494507,0.12719398736953735
25,0.9443359375,0.14386801421642303,0.948535144329071,0.13749243319034576
26,0.947110116481781,0.1437123864889145,0.9501953125,0.13149264454841614
27,0.947265625,0.1412815898656845,0.94970703125,0.1319299340248108
