,accuracy,loss,val_accuracy,val_loss
0,0.4989568889141083,1.3102092742919922,0.551953136920929,1.0888593196868896
1,0.5673828125,1.1148662567138672,0.554003894329071,1.0989257097244263
2,0.5960261821746826,1.0303986072540283,0.6273437738418579,0.958031177520752
3,0.626953125,0.9425380825996399,0.63818359375,0.9595014452934265
4,0.6509305238723755,0.9156587719917297,0.7124999761581421,0.8607875108718872
5,0.6943359375,0.864591658115387,0.6747070550918579,0.870884120464325
6,0.686596691608429,0.8369306325912476,0.6875,0.8022927045822144
7,0.6865234375,0.8114487528800964,0.70361328125,0.7786931991577148
8,0.7095771431922913,0.7794468998908997,0.734082043170929,0.7384191751480103
9,0.7353515625,0.7251920700073242,0.746052622795105,0.7255040407180786
10,0.7272130846977234,0.7371924519538879,0.725878894329071,0.7165682315826416
11,0.7138671875,0.7372782826423645,0.7393554449081421,0.7160375714302063
12,0.7391459941864014,0.7049974799156189,0.756640613079071,0.6677175760269165
13,0.7353515625,0.6880398988723755,0.7310546636581421,0.6861413717269897
14,0.7487848401069641,0.6791114211082458,0.7720394730567932,0.6312529444694519
15,0.759765625,0.6433826088905334,0.758105456829071,0.6587125062942505
16,0.756516695022583,0.6579498052597046,0.7339843511581421,0.6645044684410095
17,0.74609375,0.6585623025894165,0.755566418170929,0.6321110725402832
